#SPECIES-NAME,  TRANSITION-TYPE,  N-LEVEL,  FREQUENCY-[MHZ]
3HeI  alpha  590  31.94970850387871
3HeI  alpha  591  31.787937981904236
3HeI  alpha  592  31.627257740164286
3HeI  alpha  593  31.467658608947914
3HeI  alpha  594  31.309131510936734
3HeI  alpha  595  31.151667460109984
3HeI  alpha  596  30.995257560691385
3HeI  alpha  597  30.83989300608067
3HeI  alpha  598  30.685565077817152
3HeI  alpha  599  30.532265144554444
3HeI  alpha  600  30.37998466104075
3HeI  alpha  601  30.22871516712562
3HeI  alpha  602  30.07844828676531
3HeI  alpha  603  29.929175727057387
3HeI  alpha  604  29.780889277271207
3HeI  alpha  605  29.633580807906167
3HeI  alpha  606  29.487242269751427
3HeI  alpha  607  29.34186569296231
3HeI  alpha  608  29.19744318615342
3HeI  alpha  609  29.053966935494575
3HeI  alpha  610  28.911429203823406
3HeI  alpha  611  28.769822329771934
3HeI  alpha  612  28.629138726894524
3HeI  alpha  613  28.489370882829256
3HeI  alpha  614  28.350511358438425
3HeI  alpha  615  28.21255278698385
3HeI  alpha  616  28.07548787331334
3HeI  alpha  617  27.93930939303878
3HeI  alpha  618  27.804010191744908
3HeI  alpha  619  27.669583184192465
3HeI  alpha  620  27.536021353549234
3HeI  alpha  621  27.403317750609947
3HeI  alpha  622  27.27146549304543
3HeI  alpha  623  27.140457764648946
3HeI  alpha  624  27.01028781459511
3HeI  alpha  625  26.880948956712718
3HeI  alpha  626  26.75243456876313
3HeI  alpha  627  26.624738091725668
3HeI  alpha  628  26.497853029092692
3HeI  alpha  629  26.371772946187043
3HeI  alpha  630  26.24649146946271
3HeI  alpha  631  26.122002285833393
3HeI  alpha  632  25.99829914200801
3HeI  alpha  633  25.875375843827612
3HeI  alpha  634  25.75322625561343
3HeI  alpha  635  25.631844299527483
3HeI  alpha  636  25.51122395493174
3HeI  alpha  637  25.39135925776268
3HeI  alpha  638  25.272244299922512
3HeI  alpha  639  25.153873228646724
3HeI  alpha  640  25.0362402459218
3HeI  alpha  641  24.919339607870885
3HeI  alpha  642  24.80316562418124
3HeI  alpha  643  24.687712657506612
3HeI  alpha  644  24.572975122907255
3HeI  alpha  645  24.458947487269004
3HeI  alpha  646  24.345624268755817
3HeI  alpha  647  24.233000036245596
3HeI  alpha  648  24.12106940879245
3HeI  alpha  649  24.009827055079256
3HeI  alpha  650  23.899267692885488
3HeI  alpha  651  23.789386088571806
3HeI  alpha  652  23.680177056539545
3HeI  alpha  653  23.571635458734793
3HeI  alpha  654  23.463756204132956
3HeI  alpha  655  23.35653424823449
3HeI  alpha  656  23.2499645925801
3HeI  alpha  657  23.144042284247863
3HeI  alpha  658  23.03876241537681
3HeI  alpha  659  22.934120122696054
3HeI  alpha  660  22.830110587037247
3HeI  alpha  661  22.72672903288461
3HeI  alpha  662  22.62397072789851
3HeI  alpha  663  22.521830982479454
3HeI  alpha  664  22.4203051493
3HeI  alpha  665  22.31938862287293
3HeI  alpha  666  22.219076839109636
3HeI  alpha  667  22.119365274882732
3HeI  alpha  668  22.02024944759975
3HeI  alpha  669  21.92172491478384
3HeI  alpha  670  21.823787273654485
3HeI  alpha  671  21.72643216070537
3HeI  alpha  672  21.629655251310187
3HeI  alpha  673  21.53345225931026
3HeI  alpha  674  21.437818936611976
3HeI  alpha  675  21.342751072809257
3HeI  alpha  676  21.248244494776802
3HeI  alpha  677  21.154295066291162
3HeI  alpha  678  21.060898687658803
3HeI  alpha  679  20.968051295326056
3HeI  alpha  680  20.87574886151971
3HeI  alpha  681  20.783987393870888
3HeI  alpha  682  20.692762935063982
3HeI  alpha  683  20.602071562464744
3HeI  alpha  684  20.511909387777564
3HeI  alpha  685  20.42227255668469
3HeI  alpha  686  20.33315724851327
3HeI  alpha  687  20.24455967588015
3HeI  alpha  688  20.156476084363092
3HeI  alpha  689  20.068902752160888
3HeI  alpha  690  19.981835989765973
3HeI  alpha  691  19.89527213964265
3HeI  alpha  692  19.809207575889968
3HeI  alpha  693  19.72363870393941
3HeI  alpha  694  19.638561960233144
3HeI  alpha  695  19.553973811903568
3HeI  alpha  696  19.469870756482198
3HeI  alpha  697  19.386249321582046
3HeI  alpha  698  19.3031060645995
3HeI  alpha  699  19.220437572420405
3HeI  alpha  700  19.13824046112053
3HeI  alpha  701  19.056511375684213
3HeI  alpha  702  18.975246989699244
3HeI  alpha  703  18.894444005092204
3HeI  alpha  704  18.814099151834544
3HeI  alpha  705  18.734209187670906
3HeI  alpha  706  18.654770897836375
3HeI  alpha  707  18.57578109480012
3HeI  alpha  708  18.49723661797846
3HeI  alpha  709  18.419134333482692
3HeI  alpha  710  18.341471133850252
3HeI  alpha  711  18.26424393778561
3HeI  alpha  712  18.187449689906718
3HeI  alpha  713  18.11108536049009
3HeI  alpha  714  18.035147945214497
3HeI  alpha  715  17.959634464919937
3HeI  alpha  716  17.884541965358313
3HeI  alpha  717  17.809867516951016
3HeI  alpha  718  17.73560821455352
3HeI  alpha  719  17.661761177207403
3HeI  alpha  720  17.588323547917472
3HeI  alpha  721  17.51529249341215
